trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
185,False,"{'a': 0.002, 'e': 0.6921171816887304}",20,0,-52.369371650917955,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",0
186,False,"{'a': 0.002, 'e': 0.6907343306373547}",25,9,-93.24271155741206,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 2}",1
187,False,"{'a': 0.002, 'e': 0.6893542425242224}",30,1,-130.39514744856302,"{0: 17, 1: 5, 2: 5, 3: 0, 4: 2}",1
188,False,"{'a': 0.002, 'e': 0.6879769118289795}",25,0,-142.5734221026548,"{0: 15, 1: 3, 2: 3, 3: 2, 4: 2}",0
189,False,"{'a': 0.002, 'e': 0.686602333042301}",20,0,-41.69225689530352,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
190,False,"{'a': 0.002, 'e': 0.6852305006658703}",20,0,-44.45735791542259,"{0: 13, 1: 1, 2: 6, 3: 0, 4: 0}",0
191,False,"{'a': 0.002, 'e': 0.6838614092123558}",20,0,-67.83127056125878,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
192,False,"{'a': 0.002, 'e': 0.6824950532053901}",25,14,-2.6714336766384195,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
193,False,"{'a': 0.002, 'e': 0.6811314271795471}",25,14,-28.133424327458147,"{0: 6, 1: 2, 2: 3, 3: 0, 4: 0}",1
194,False,"{'a': 0.002, 'e': 0.679770525680321}",25,0,-69.12614190021262,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",0
195,False,"{'a': 0.002, 'e': 0.678412343264104}",25,18,-2.2530442980946574,"{0: 5, 1: 2, 2: 0, 3: 0, 4: 0}",1
196,False,"{'a': 0.002, 'e': 0.6770568744981647}",25,15,-6.745672019056479,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
197,False,"{'a': 0.002, 'e': 0.675704113960626}",25,11,-67.89743815004175,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 2}",1
198,False,"{'a': 0.002, 'e': 0.6743540562404442}",20,0,-16.671601586866,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
199,False,"{'a': 0.002, 'e': 0.6730066959373864}",25,0,-2.309525060375835,"{0: 21, 1: 2, 2: 2, 3: 0, 4: 0}",0
200,False,"{'a': 0.002, 'e': 0.6716620276620098}",20,0,-136.1488552386588,"{0: 13, 1: 2, 2: 2, 3: 0, 4: 3}",0
201,False,"{'a': 0.002, 'e': 0.6703200460356393}",25,19,4.771550422812226,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
202,False,"{'a': 0.002, 'e': 0.6689807456903467}",30,0,-158.61570541443126,"{0: 18, 1: 1, 2: 8, 3: 1, 4: 2}",0
203,False,"{'a': 0.002, 'e': 0.6676441212689289}",20,0,-47.810196372675875,"{0: 12, 1: 4, 2: 4, 3: 0, 4: 0}",0
204,False,"{'a': 0.002, 'e': 0.6663101674248864}",25,15,-25.67741127750675,"{0: 7, 1: 0, 2: 2, 3: 1, 4: 0}",1
205,False,"{'a': 0.002, 'e': 0.6649788788224019}",30,0,-142.61032230780972,"{0: 20, 1: 1, 2: 4, 3: 4, 4: 1}",0
206,False,"{'a': 0.002, 'e': 0.6636502501363194}",25,0,-119.86916226929327,"{0: 15, 1: 3, 2: 4, 3: 2, 4: 1}",0
207,False,"{'a': 0.002, 'e': 0.6623242760521222}",25,0,9.634032141565863,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
208,False,"{'a': 0.002, 'e': 0.6610009512659124}",25,12,-94.34077638120978,"{0: 8, 1: 0, 2: 3, 3: 0, 4: 2}",1
209,False,"{'a': 0.002, 'e': 0.659680270484389}",25,0,-62.37634036562511,"{0: 19, 1: 0, 2: 5, 3: 0, 4: 1}",0
210,False,"{'a': 0.002, 'e': 0.6583622284248272}",20,5,-3.5611736183848604,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
211,False,"{'a': 0.002, 'e': 0.6570468198150567}",20,0,-64.10875976056835,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
212,False,"{'a': 0.002, 'e': 0.6557340393934418}",20,0,-83.54272203716751,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
213,False,"{'a': 0.002, 'e': 0.6544238819088586}",25,0,-58.31324250673528,"{0: 20, 1: 0, 2: 3, 3: 1, 4: 1}",0
214,False,"{'a': 0.002, 'e': 0.6531163421206756}",20,0,-44.82851454514255,"{0: 15, 1: 1, 2: 2, 3: 2, 4: 0}",0
215,False,"{'a': 0.002, 'e': 0.651811414798732}",25,0,-75.74003385432059,"{0: 16, 1: 3, 2: 4, 3: 2, 4: 0}",0
216,False,"{'a': 0.002, 'e': 0.6505090947233165}",30,0,-51.77996858515355,"{0: 23, 1: 3, 2: 3, 3: 0, 4: 1}",1
217,False,"{'a': 0.002, 'e': 0.6492093766851474}",25,0,-137.25765041345,"{0: 16, 1: 5, 2: 1, 3: 0, 4: 3}",0
218,False,"{'a': 0.002, 'e': 0.6479122554853506}",25,0,-103.62980056793545,"{0: 18, 1: 1, 2: 4, 3: 0, 4: 2}",0
219,False,"{'a': 0.002, 'e': 0.6466177259354396}",20,0,-75.94073330463094,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
220,False,"{'a': 0.002, 'e': 0.6453257828572946}",30,2,-21.322466209022306,"{0: 22, 1: 1, 2: 5, 3: 0, 4: 0}",1
221,False,"{'a': 0.002, 'e': 0.6440364210831414}",25,0,-115.17457296143994,"{0: 20, 1: 1, 2: 0, 3: 1, 4: 3}",0
222,False,"{'a': 0.002, 'e': 0.6427496354555312}",20,0,-80.67293908169084,"{0: 14, 1: 1, 2: 2, 3: 2, 4: 1}",0
223,False,"{'a': 0.002, 'e': 0.6414654208273198}",20,0,-69.44997990053284,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",1
224,False,"{'a': 0.002, 'e': 0.6401837720616471}",25,14,-29.944898598804244,"{0: 7, 1: 2, 2: 1, 3: 1, 4: 0}",1
225,False,"{'a': 0.002, 'e': 0.6389046840319162}",30,4,-41.91241251196694,"{0: 20, 1: 0, 2: 5, 3: 1, 4: 0}",1
226,False,"{'a': 0.002, 'e': 0.6376281516217733}",25,19,10.478174466289879,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
227,False,"{'a': 0.002, 'e': 0.6363541697250871}",30,0,-50.88172541861493,"{0: 24, 1: 1, 2: 4, 3: 0, 4: 1}",0
228,False,"{'a': 0.002, 'e': 0.6350827332459281}",25,20,9.51106856624562,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
229,False,"{'a': 0.002, 'e': 0.633813837098549}",20,0,-93.76706395607454,"{0: 14, 1: 0, 2: 3, 3: 2, 4: 1}",0
230,False,"{'a': 0.002, 'e': 0.6325474762073634}",25,17,15.352298401207975,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
231,False,"{'a': 0.002, 'e': 0.631283645506926}",20,0,-53.463660395917906,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
232,False,"{'a': 0.002, 'e': 0.6300223399419123}",25,17,-11.307194980158453,"{0: 6, 1: 1, 2: 0, 3: 1, 4: 0}",1
233,False,"{'a': 0.002, 'e': 0.6287635544670984}",20,4,-19.36610274937639,"{0: 12, 1: 1, 2: 3, 3: 0, 4: 0}",1
234,False,"{'a': 0.002, 'e': 0.6275072840473407}",20,14,1.9121502290652241,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
235,False,"{'a': 0.002, 'e': 0.6262535236575559}",25,10,-20.51351156356813,"{0: 11, 1: 1, 2: 3, 3: 0, 4: 0}",1
236,False,"{'a': 0.002, 'e': 0.6250022682827008}",25,0,-51.74422580407564,"{0: 19, 1: 3, 2: 2, 3: 0, 4: 1}",0
237,False,"{'a': 0.002, 'e': 0.623753512917752}",25,16,15.975890753916685,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
238,False,"{'a': 0.002, 'e': 0.6225072525676867}",30,1,-66.8510012214797,"{0: 21, 1: 2, 2: 3, 3: 3, 4: 0}",1
239,False,"{'a': 0.002, 'e': 0.6212634822474616}",25,0,-25.553380143114644,"{0: 18, 1: 5, 2: 2, 3: 0, 4: 0}",0
240,False,"{'a': 0.002, 'e': 0.6200221969819939}",30,6,-25.103464481188713,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 0}",1
241,False,"{'a': 0.002, 'e': 0.6187833918061408}",20,3,-7.5976828909536,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 0}",1
242,False,"{'a': 0.002, 'e': 0.61754706176468}",25,0,22.806969806158314,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
243,False,"{'a': 0.002, 'e': 0.6163132019122897}",20,0,-64.10403933087761,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
244,False,"{'a': 0.002, 'e': 0.6150818073135287}",20,0,-69.03438787767035,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
245,False,"{'a': 0.002, 'e': 0.6138528730428171}",25,0,-62.20598562667339,"{0: 17, 1: 2, 2: 5, 3: 1, 4: 0}",0
246,False,"{'a': 0.002, 'e': 0.6126263941844161}",20,16,6.457217146964803,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
247,False,"{'a': 0.002, 'e': 0.6114023658324087}",30,0,-79.00533588672674,"{0: 20, 1: 2, 2: 6, 3: 2, 4: 0}",0
248,False,"{'a': 0.002, 'e': 0.6101807830906798}",20,0,-8.80105123726378,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
249,False,"{'a': 0.002, 'e': 0.6089616410728969}",25,1,-83.63090956825981,"{0: 16, 1: 2, 2: 4, 3: 1, 4: 1}",1
250,False,"{'a': 0.002, 'e': 0.6077449349024902}",30,11,20.404043523379148,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
251,False,"{'a': 0.002, 'e': 0.6065306597126334}",20,0,-4.149723537119925,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
252,False,"{'a': 0.002, 'e': 0.6053188106462243}",25,15,3.7289689299754367,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
253,False,"{'a': 0.002, 'e': 0.6041093828558647}",25,0,-95.99819463121452,"{0: 15, 1: 5, 2: 3, 3: 1, 4: 1}",0
254,False,"{'a': 0.002, 'e': 0.6029023715038421}",25,11,-10.162448955032398,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
255,False,"{'a': 0.002, 'e': 0.6016977717621094}",20,13,-16.41595348125216,"{0: 4, 1: 1, 2: 2, 3: 0, 4: 0}",1
256,False,"{'a': 0.002, 'e': 0.6004955788122659}",20,0,-56.2496548766338,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
257,False,"{'a': 0.002, 'e': 0.5992957878455384}",20,0,-44.81174541715657,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
258,False,"{'a': 0.002, 'e': 0.5980983940627613}",20,0,0.9556321788315326,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
259,False,"{'a': 0.002, 'e': 0.596903392674358}",20,0,-87.32475671673629,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
260,False,"{'a': 0.002, 'e': 0.5957107789003212}",25,0,-125.00756417749112,"{0: 15, 1: 2, 2: 5, 3: 2, 4: 1}",0
261,False,"{'a': 0.002, 'e': 0.5945205479701944}",20,0,-25.65295866671724,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
262,False,"{'a': 0.002, 'e': 0.593332695123052}",20,3,-48.41300612298969,"{0: 12, 1: 1, 2: 2, 3: 2, 4: 0}",1
263,False,"{'a': 0.002, 'e': 0.5921472156074813}",25,0,-89.4603835826797,"{0: 16, 1: 5, 2: 1, 3: 2, 4: 1}",0
264,False,"{'a': 0.002, 'e': 0.5909641046815626}",30,0,-94.41292103854826,"{0: 22, 1: 1, 2: 4, 3: 2, 4: 1}",0
265,False,"{'a': 0.002, 'e': 0.5897833576128504}",20,0,-18.971884826457703,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
266,False,"{'a': 0.002, 'e': 0.5886049696783552}",25,13,-3.134947503440265,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
267,False,"{'a': 0.002, 'e': 0.5874289361645234}",20,0,-73.7772036602516,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
268,False,"{'a': 0.002, 'e': 0.5862552523672196}",35,12,-105.95916960274594,"{0: 16, 1: 1, 2: 4, 3: 0, 4: 2}",1
269,False,"{'a': 0.002, 'e': 0.5850839135917069}",20,13,-5.4421799781518,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 0}",1
270,False,"{'a': 0.002, 'e': 0.5839149151526287}",20,2,6.449385703499145,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
271,False,"{'a': 0.002, 'e': 0.5827482523739896}",25,0,-17.05975471975103,"{0: 20, 1: 3, 2: 1, 3: 1, 4: 0}",0
272,False,"{'a': 0.002, 'e': 0.5815839205891371}",20,1,-32.01282053536791,"{0: 14, 1: 3, 2: 0, 3: 2, 4: 0}",1
273,False,"{'a': 0.002, 'e': 0.5804219151407424}",25,9,-18.839648853071825,"{0: 13, 1: 0, 2: 2, 3: 1, 4: 0}",1
274,False,"{'a': 0.002, 'e': 0.579262231380782}",30,0,-59.83079711063761,"{0: 22, 1: 1, 2: 6, 3: 1, 4: 0}",0
275,False,"{'a': 0.002, 'e': 0.5781048646705196}",35,14,-12.971626365872853,"{0: 17, 1: 0, 2: 3, 3: 1, 4: 0}",1
276,False,"{'a': 0.002, 'e': 0.5769498103804866}",30,15,-12.934191209263997,"{0: 12, 1: 1, 2: 1, 3: 1, 4: 0}",1
277,False,"{'a': 0.002, 'e': 0.5757970638904645}",25,0,-8.955587470490268,"{0: 21, 1: 0, 2: 4, 3: 0, 4: 0}",0
278,False,"{'a': 0.002, 'e': 0.5746466205894657}",20,7,-19.161934620817,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
279,False,"{'a': 0.002, 'e': 0.5734984758757153}",30,19,7.332948428608377,"{0: 9, 1: 2, 2: 0, 3: 0, 4: 0}",1
280,False,"{'a': 0.002, 'e': 0.5723526251566332}",20,0,-36.34779715609505,"{0: 17, 1: 1, 2: 0, 3: 1, 4: 1}",0
281,False,"{'a': 0.002, 'e': 0.5712090638488149}",20,9,14.923143069013998,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
282,False,"{'a': 0.002, 'e': 0.5700677873780134}",25,0,-60.35876384149056,"{0: 17, 1: 0, 2: 8, 3: 0, 4: 0}",0
283,False,"{'a': 0.002, 'e': 0.5689287911791218}",30,10,-67.59952835547247,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",1
284,False,"{'a': 0.002, 'e': 0.5677920706961532}",20,0,-91.40955161617347,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",0
285,False,"{'a': 0.002, 'e': 0.5666576213822246}",30,19,10.060885446529754,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
286,False,"{'a': 0.002, 'e': 0.5655254386995371}",30,4,21.56284610226825,"{0: 24, 1: 0, 2: 2, 3: 0, 4: 0}",1
287,False,"{'a': 0.002, 'e': 0.5643955181193583}",20,0,-80.55281150256279,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 2}",0
288,False,"{'a': 0.002, 'e': 0.5632678551220046}",20,0,-106.92568644652387,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 3}",0
289,False,"{'a': 0.002, 'e': 0.5621424451968224}",25,8,-7.863394097256534,"{0: 13, 1: 2, 2: 2, 3: 0, 4: 0}",1
290,False,"{'a': 0.002, 'e': 0.5610192838421706}",25,7,-39.56280314596149,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 0}",1
291,False,"{'a': 0.002, 'e': 0.559898366565402}",20,0,-38.986937560750356,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
292,False,"{'a': 0.002, 'e': 0.5587796888828463}",25,15,-19.51691502894927,"{0: 7, 1: 1, 2: 1, 3: 1, 4: 0}",1
293,False,"{'a': 0.002, 'e': 0.5576632463197913}",20,0,5.85940484020059,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
294,False,"{'a': 0.002, 'e': 0.5565490344104649}",20,0,-79.76747780193512,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
295,False,"{'a': 0.002, 'e': 0.5554370486980182}",20,10,-62.41655857170666,"{0: 5, 1: 0, 2: 3, 3: 2, 4: 0}",1
296,False,"{'a': 0.002, 'e': 0.5543272847345071}",25,8,-4.542032343543388,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
297,False,"{'a': 0.002, 'e': 0.5532197380808739}",25,16,16.648660318296145,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
298,False,"{'a': 0.002, 'e': 0.5521144043069306}",25,0,23.547613576290182,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
299,False,"{'a': 0.002, 'e': 0.5510112789913407}",20,0,-83.61855741406292,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
300,False,"{'a': 0.002, 'e': 0.5499103577216016}",30,14,-9.470735878307107,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 0}",1
301,False,"{'a': 0.002, 'e': 0.5488116360940264}",25,0,-23.755961797997294,"{0: 19, 1: 2, 2: 4, 3: 0, 4: 0}",0
302,False,"{'a': 0.002, 'e': 0.5477151097137275}",20,0,-87.34514559384067,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
303,False,"{'a': 0.002, 'e': 0.5466207741945976}",20,0,-25.632800306747754,"{0: 17, 1: 2, 2: 0, 3: 0, 4: 1}",0
304,False,"{'a': 0.002, 'e': 0.5455286251592933}",20,1,14.848113733231195,"{0: 17, 1: 2, 2: 0, 3: 0, 4: 0}",1
305,False,"{'a': 0.002, 'e': 0.5444386582392171}",20,7,-2.96794643049981,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
306,False,"{'a': 0.002, 'e': 0.5433508690744998}",30,9,1.180559989834891,"{0: 18, 1: 0, 2: 3, 3: 0, 4: 0}",1
307,False,"{'a': 0.002, 'e': 0.5422652533139832}",20,8,-28.600428802768068,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 1}",1
308,False,"{'a': 0.002, 'e': 0.5411818066152029}",30,19,9.995200057265128,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
309,False,"{'a': 0.002, 'e': 0.5401005246443706}",25,14,22.169940162678973,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
310,False,"{'a': 0.002, 'e': 0.539021403076357}",25,0,-11.470239005218962,"{0: 21, 1: 2, 2: 2, 3: 0, 4: 0}",0
311,False,"{'a': 0.002, 'e': 0.5379444375946745}",20,0,-18.019773830751106,"{0: 15, 1: 3, 2: 1, 3: 1, 4: 0}",0
312,False,"{'a': 0.002, 'e': 0.5368696238914595}",25,0,-156.7963549173469,"{0: 16, 1: 2, 2: 3, 3: 1, 4: 3}",0
313,False,"{'a': 0.002, 'e': 0.535796957667456}",20,0,-15.914703315273599,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
314,False,"{'a': 0.002, 'e': 0.5347264346319975}",20,5,-1.0106213497568028,"{0: 12, 1: 2, 2: 1, 3: 0, 4: 0}",1
315,False,"{'a': 0.002, 'e': 0.5336580505029906}",25,9,-37.81459487080802,"{0: 11, 1: 2, 2: 1, 3: 2, 4: 0}",1
316,False,"{'a': 0.002, 'e': 0.5325918010068972}",30,4,-53.974383994281176,"{0: 21, 1: 0, 2: 2, 3: 3, 4: 0}",1
317,False,"{'a': 0.002, 'e': 0.5315276818787179}",20,0,-35.682512302739376,"{0: 16, 1: 1, 2: 1, 3: 2, 4: 0}",0
318,False,"{'a': 0.002, 'e': 0.5304656888619749}",25,0,-11.128355705207849,"{0: 20, 1: 2, 2: 3, 3: 0, 4: 0}",0
319,False,"{'a': 0.002, 'e': 0.5294058177086945}",25,0,-140.91074919662333,"{0: 15, 1: 2, 2: 5, 3: 1, 4: 2}",0
320,False,"{'a': 0.002, 'e': 0.528348064179391}",25,9,-67.2628720385727,"{0: 9, 1: 0, 2: 6, 3: 1, 4: 0}",1
321,False,"{'a': 0.002, 'e': 0.5272924240430485}",30,0,-66.6173946214541,"{0: 23, 1: 1, 2: 4, 3: 1, 4: 1}",0
322,False,"{'a': 0.002, 'e': 0.5262388930771054}",30,10,-65.29946695402019,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",1
323,False,"{'a': 0.002, 'e': 0.5251874670674361}",30,0,-118.67086852897829,"{0: 19, 1: 4, 2: 4, 3: 2, 4: 1}",0
324,False,"{'a': 0.002, 'e': 0.5241381418083354}",25,19,0.07570733378101124,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
325,False,"{'a': 0.002, 'e': 0.5230909131025008}",20,8,2.1012427832585523,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
326,False,"{'a': 0.002, 'e': 0.522045776761016}",20,0,-86.8280795026667,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
327,False,"{'a': 0.002, 'e': 0.5210027286033344}",25,0,-149.70817868835317,"{0: 18, 1: 1, 2: 1, 3: 2, 4: 3}",0
328,False,"{'a': 0.002, 'e': 0.5199617644572618}",20,10,7.3524937502937755,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
329,False,"{'a': 0.002, 'e': 0.5189228801589404}",25,15,-41.72542058813396,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 1}",1
330,False,"{'a': 0.002, 'e': 0.5178860715528314}",25,8,-68.89545272785557,"{0: 12, 1: 0, 2: 3, 3: 1, 4: 1}",1
331,False,"{'a': 0.002, 'e': 0.5168513344916992}",25,10,-29.669426880387096,"{0: 12, 1: 0, 2: 1, 3: 2, 4: 0}",1
332,False,"{'a': 0.002, 'e': 0.5158186648365941}",25,11,10.380768896844286,"{0: 12, 1: 2, 2: 0, 3: 0, 4: 0}",1
333,False,"{'a': 0.002, 'e': 0.5147880584568362}",20,12,-37.949018135406405,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 1}",1
334,False,"{'a': 0.002, 'e': 0.5137595112299983}",20,15,-4.934097665760417,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
335,False,"{'a': 0.002, 'e': 0.5127330190418905}",30,0,-190.624525143318,"{0: 18, 1: 4, 2: 4, 3: 0, 4: 4}",1
336,False,"{'a': 0.002, 'e': 0.5117085777865424}",25,11,-34.004603056260876,"{0: 11, 1: 2, 2: 0, 3: 0, 4: 1}",1
337,False,"{'a': 0.002, 'e': 0.5106861833661879}",30,0,-86.5312402851215,"{0: 22, 1: 2, 2: 3, 3: 2, 4: 1}",0
338,False,"{'a': 0.002, 'e': 0.5096658316912476}",30,10,-32.53184518841357,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",1
339,False,"{'a': 0.002, 'e': 0.5086475186803137}",35,21,-17.524444977486397,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
340,False,"{'a': 0.002, 'e': 0.5076312402601327}",25,0,2.2913896896398303,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
341,False,"{'a': 0.002, 'e': 0.5066169923655895}",20,7,-14.6114625478324,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 0}",1
342,False,"{'a': 0.002, 'e': 0.5056047709396915}",20,10,5.27157185376809,"{0: 8, 1: 2, 2: 0, 3: 0, 4: 0}",1
343,False,"{'a': 0.002, 'e': 0.5045945719335512}",25,8,-72.23979873337335,"{0: 12, 1: 0, 2: 3, 3: 1, 4: 1}",1
344,False,"{'a': 0.002, 'e': 0.5035863913063714}",25,10,-50.25808356024387,"{0: 7, 1: 4, 2: 4, 3: 0, 4: 0}",1
345,False,"{'a': 0.002, 'e': 0.5025802250254283}",25,0,-72.13094322739529,"{0: 19, 1: 2, 2: 1, 3: 2, 4: 1}",0
346,False,"{'a': 0.002, 'e': 0.5015760690660555}",25,16,-33.941618259429404,"{0: 5, 1: 1, 2: 2, 3: 1, 4: 0}",1
347,False,"{'a': 0.002, 'e': 0.5005739194116277}",20,0,-19.696172633408587,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
348,False,"{'a': 0.002, 'e': 0.4995737720535449}",30,2,-43.852924782604376,"{0: 23, 1: 1, 2: 3, 3: 0, 4: 1}",1
349,False,"{'a': 0.002, 'e': 0.4985756229912165}",25,0,-50.155111881807066,"{0: 21, 1: 0, 2: 2, 3: 1, 4: 1}",0
350,False,"{'a': 0.002, 'e': 0.4975794682320448}",30,4,-85.86583165829745,"{0: 21, 1: 0, 2: 2, 3: 1, 4: 2}",1
351,False,"{'a': 0.002, 'e': 0.49658530379140947}",25,1,-38.124662402058114,"{0: 19, 1: 2, 2: 2, 3: 0, 4: 1}",1
352,False,"{'a': 0.002, 'e': 0.4955931256926514}",25,6,-99.17015996405163,"{0: 14, 1: 0, 2: 2, 3: 1, 4: 2}",1
353,False,"{'a': 0.002, 'e': 0.494602929967057}",25,1,-25.597336189613035,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 1}",1
354,False,"{'a': 0.002, 'e': 0.4936147126538418}",30,0,-46.16494907463048,"{0: 25, 1: 1, 2: 3, 3: 0, 4: 1}",0
355,False,"{'a': 0.002, 'e': 0.49262846980013547}",20,14,10.645869018071195,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
356,False,"{'a': 0.002, 'e': 0.4916441974609651}",30,5,-15.726091344327838,"{0: 21, 1: 1, 2: 2, 3: 1, 4: 0}",1
357,False,"{'a': 0.002, 'e': 0.4906618916992401}",20,0,-74.54517699342767,"{0: 15, 1: 0, 2: 2, 3: 2, 4: 1}",0
358,False,"{'a': 0.002, 'e': 0.4896815485857362}",35,25,-6.807294094387634,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
359,False,"{'a': 0.002, 'e': 0.4887031641990795}",25,11,-11.72214042164224,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
360,False,"{'a': 0.002, 'e': 0.4877267346257312}",20,7,-20.99087680745473,"{0: 9, 1: 1, 2: 3, 3: 0, 4: 0}",1
361,False,"{'a': 0.002, 'e': 0.4867522559599717}",30,0,-162.42287768033725,"{0: 19, 1: 4, 2: 3, 3: 1, 4: 3}",0
362,False,"{'a': 0.002, 'e': 0.485779724303885}",20,11,-2.516762081791187,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
363,False,"{'a': 0.002, 'e': 0.48480913576734325}",20,0,-21.706403711568914,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
364,False,"{'a': 0.002, 'e': 0.483840486467991}",25,2,-29.021175989961773,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 1}",1
365,False,"{'a': 0.002, 'e': 0.48287377253122976}",35,20,-59.56226823219568,"{0: 11, 1: 0, 2: 2, 3: 1, 4: 1}",1
366,False,"{'a': 0.002, 'e': 0.48190899009020244}",25,4,22.687123145458873,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 0}",1
367,False,"{'a': 0.002, 'e': 0.480946135285778}",25,15,1.7498821605539763,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
368,False,"{'a': 0.002, 'e': 0.479985204266536}",25,5,10.416261978375148,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",1
